"STATIONID","tot_var","tot_mean","lat","long"
"A-02",0.142670767285215,0.68925302051699,634629.32457229,-822532.219516722
"A-03",0.126143674197875,0.6794869779514,627907.169335818,-784821.174189221
"A-04",0.119666212766613,0.694657057777803,620300.129442009,-748135.310139532
"A-05",0.19714062374729,0.784751817976462,613348.847143423,-710470.628748426
"A-06",0.264824900691522,0.577488781513396,611214.542340665,-673968.807207345
"B-01",0.146953025359536,0.9110009058,679431.171979818,-853308.076444695
"B-02",0.0880386383947307,0.472850891841953,671021.897493553,-817559.288100341
"B-03",0.11798727442521,0.853597056127043,664508.623417138,-778859.711925608
"B-04",0.0703867213586845,0.620140923021641,657336.035795652,-743524.82647624
"B-05",0.141010331612366,0.568662761391728,650143.521640297,-705289.749608756
"B-06",0.226712087523602,0.790509686907735,645246.256247704,-667260.215929937
"B-07",0.261666795180051,0.810052650893033,639569.468125298,-632646.090410906
"B-08",0.200145753946636,0.80316708756451,634898.586800806,-595066.152857737
"C-01",0.160142291289192,0.736996821346211,715104.628699614,-848313.339140324
"C-02",0.082416428611511,0.596842108396638,707980.985496113,-811128.545077784
"C-03",0.132818633409135,0.775666993000473,701256.606671199,-774278.508133541
"C-04",0.109157768637325,0.682077910724223,694214.535991725,-738072.479541584
"C-05",0.222337921608226,0.685281456799433,686928.91942506,-699624.287388376
"C-06",0.161069609720723,0.631233699748076,680866.190841102,-663261.722660013
"C-07",0.177969817590021,0.76562300492215,677524.074394793,-626358.680463041
"C-08",0.178333660298319,0.933940414681227,670540.146821754,-589038.218443123
"C-09",0.221725106826874,0.647738061987175,666069.890691149,-553101.795428803
"C-18",0.16159351807552,0.717727987848199,723827.277794878,-885101.277731374
"D-01",0.116337677505824,0.768355802230988,752726.294839165,-842529.783273334
"D-02",0.147431797392898,0.656789861611533,745411.867678527,-805175.140268058
"D-03",0.184711356271694,0.729864084140831,737679.972320596,-768264.31648655
"D-04",0.216689621506964,0.599233273245502,730773.085644362,-730721.587779307
"D-05",0.191939532432018,0.705089706794684,723813.593920417,-693404.923743766
"D-06",0.210599414631786,0.653012455733281,718042.134006987,-657028.047467437
"D-07",0.242009267017698,0.919750874058798,712533.191098679,-621324.01735783
"D-08",0.164479427795423,0.846009146140718,707227.241758678,-583439.046629876
"D-09",0.258512920410137,1.06747576718131,701891.506426072,-547735.406189498
"D-10",0.250265512835893,0.850582255551943,698021.032573203,-512453.980551665
"D-18",0.117078195802578,0.505907289500057,759972.390610207,-879561.224142956
"E-01",0.093249324557244,0.589623958695267,789254.759842949,-836975.246594542
"E-02",0.123638222195278,0.744407039140158,781222.916428737,-799945.014406124
"E-03",0.194980131304562,0.758643750728607,774359.632852284,-762163.562378523
"E-04",0.137041050760007,0.623919954283946,767108.178895775,-725218.348926607
"E-05",0.203164297591635,0.55779601690416,761384.226830661,-688063.452427905
"E-06",0.214681665573111,0.571527637608193,754916.1385632,-650812.374867168
"E-07",0.195331308906827,0.75909890095457,749687.234067963,-614969.981867796
"E-08",0.200270099247246,0.688555166957048,743263.031034451,-579079.149648246
"E-09",0.214405855707464,0.914901175530095,738780.331272121,-541598.221038324
"E-10",0.273300606583721,0.97155970404559,734558.926888254,-504724.789883877
"E-11",0.210794330938162,0.815671733913983,729304.967415891,-469112.121509933
"E-12",0.177793410145363,0.743282192758865,725612.706887628,-430591.249507598
"E-18",0.158964927025327,0.519942256074066,796587.673964131,-872713.346959143
"E-19",0.129656307529244,0.577205806040726,805306.181500424,-910464.092291173
"E-20",0.112059938203334,0.362995870983487,817354.216579001,-945127.861753335
"E-21",0.14806519471854,0.606936907187371,822711.850605785,-982126.854066763
"E-22",0.155751725197145,0.715203700212714,831735.052359939,-1018786.48514851
"F-01",0.131406302111751,0.45443181431501,825915.430738482,-830568.663964685
"F-02",0.126850075463271,0.408411260212769,818253.815113637,-794456.151767828
"F-03",0.165055305921636,0.422823642524468,810926.279181069,-756541.660004368
"F-04",0.292829129825584,0.565332292651082,803693.273858731,-721203.453782398
"F-05",0.24857297840609,0.748136804633434,798118.696539579,-682920.487542271
"F-06",0.223462799687932,0.768144455075291,792170.90079232,-645665.447648307
"F-07",0.172560203056451,0.702499181756731,785655.768386491,-609632.291394431
"F-08",0.187566207331614,0.781231001814476,780142.539766407,-572436.202158999
"F-09",0.177667066101562,0.726514279190371,775480.727976114,-535932.868909741
"F-10",0.243893418930847,0.823676009292198,771278.128669009,-499404.516793548
"F-11",0.165187184605939,0.554337783534507,766159.714935202,-463067.090442311
"F-12",0.202942424033146,0.848615117881479,762363.413034849,-426280.467566402
"F-13",0.151505489790665,0.536980870445196,758754.830513959,-388947.740767528
"F-14",0.170588783517889,0.545754310060235,756333.307414948,-350721.985253903
"F-18",0.174115085676895,0.474041647178267,833152.536134094,-867988.413805714
"F-19",0.140402964382152,0.370834710351134,841998.076165468,-904494.048660037
"F-20",0.154834939841987,0.49087847415565,850652.392388863,-940200.586391871
"F-21",0.0989600309257056,0.389423404771755,858961.267589796,-977072.548148789
"F-22",0.16075603635992,0.573250419514043,868130.403353522,-1013032.58912714
"F-23",0.116629296321127,0.450454298611465,877970.355171538,-1049727.47873924
"F-24",0.160985906682276,0.558791869288922,887856.770393249,-1085368.63971127
"F-25",0.138896803493832,0.54234092717753,898093.400050209,-1121216.09267288
"G-01",0.223514244614824,0.593861028312547,862576.308229027,-824858.610535353
"G-02",0.192801209406028,0.780056210530234,854692.947163963,-788839.850933421
"G-03",0.19203146425988,0.592853781251556,848008.915862285,-751229.333003525
"G-04",0.211163381942978,0.738212577663994,840471.294459791,-714736.239839994
"G-05",0.180134453474543,0.669043949689392,834655.303465728,-677089.79423966
"G-06",0.193001650148517,0.652654112657017,828507.375313785,-640590.986192751
"G-07",0.257247257895912,0.595788611751504,823186.931549816,-604635.825983607
"G-08",0.174773703776669,0.729173066214866,817221.812431694,-567633.571289599
"G-09",0.204985552782628,0.636719348847055,812262.954834733,-531205.44259155
"G-10",0.207835102405632,0.819635755748614,808286.318049497,-493906.152908242
"G-11",0.135018170258494,0.537746794019166,802781.422229327,-457739.204190104
"G-12",0.124288514994271,0.40483996325987,798573.548139914,-420706.003622378
"G-13",0.173192650515901,0.679309203352513,795475.169887284,-383287.848662936
"G-14",0.155303437851041,0.435685262716843,792099.264673792,-345305.695062104
"G-15",0.127282319813961,0.431674705062774,789127.662034755,-310257.169989834
"G-18",0.219851597615933,0.693484945950142,870611.307210762,-862861.343385106
"G-19",0.198272153891692,0.592732239491549,878909.549563418,-899192.274306057
"G-20",0.247963731188478,1.03638012742193,886570.162638827,-934832.198284807
"G-21",0.138023381286765,0.514063482928531,896025.138224679,-971111.909620294
"G-22",0.208968984995333,0.68494199517936,904840.513929077,-1006764.71107233
"G-23",0.148885158001307,0.580355308127638,914666.307286851,-1042765.52916229
"G-24",0.110827560197248,0.534033348873738,924662.987247616,-1079900.92303113
"G-25",0.0936215756248141,0.37716012019315,934284.236376956,-1116131.6213391
"G-26",0.153863211092588,0.608169194908198,945070.038611528,-1150668.98138446
"H-01",0.310805461247885,0.64545793634651,899109.338090249,-819464.381738097
"H-02",0.262623377736861,0.710117042979337,891627.745580443,-783166.92622934
"H-03",0.307745443556743,0.799403124685891,884705.516191912,-745654.858713797
"H-04",0.280221965246133,0.780647388089887,877557.833048092,-709153.786681759
"H-05",0.201654041048433,0.748595304118565,871422.186234567,-671740.64990376
"H-06",0.219388955289689,0.75804513789239,865187.216835574,-635044.447149663
"H-07",0.151961946369239,0.587319921944755,859105.245108507,-598551.944456517
"H-08",0.136605440981143,0.67202526114094,853897.425848224,-561824.89937647
"H-09",0.137834331353839,0.473687600575658,849302.136271218,-525163.222720516
"H-10",0.154067867187306,0.606094670341537,845021.33576977,-488219.443629861
"H-11",0.179878226796054,0.669797494868905,839284.37281498,-452033.83687135
"H-12",0.168622582874247,0.621626519425297,835776.446269557,-415764.874769547
"H-13",0.143904644568374,0.512883374141674,832667.126871868,-377666.104134055
"H-14",0.180186122948767,0.611679845288428,829225.641115389,-340023.974799993
"H-15",0.168899151250627,0.491638010155177,825654.720398308,-304199.259259635
"H-16",0.154480439923916,0.393828449176839,822513.24330611,-264969.205284348
"H-18",0.260869694754963,0.604990709711688,907310.195403371,-856692.669334925
"H-19",0.287620727420769,0.527209618767246,915749.577161492,-892722.34583722
"H-20",0.263366068588375,0.700783392216234,923741.642185354,-928763.147775399
"H-21",0.132579125145171,0.201901266763835,932533.030091656,-965038.258234704
"H-22",0.138635703596417,0.55910908795499,942892.398705662,-1001417.65450994
"H-23",0.195434038716603,0.598977015626945,951548.95269447,-1036772.66078303
"H-24",0.115863740790243,0.631596489737603,961752.047907455,-1073746.97307852
"H-25",0.164731861360026,0.664741570631503,973325.671683112,-1112743.17928372
"H-26",0.189681815609374,0.501176652944286,982370.982742661,-1144786.21156361
"I-01",0.122670735039529,0.355380250401201,936471.36766554,-813302.414168396
"I-02",0.283704278781838,0.833400776578597,928442.150680287,-776446.757316596
"I-03",0.255936902679304,0.655545708182182,920945.934448735,-739945.573319876
"I-04",0.225079817882512,0.456780591541568,914356.316773454,-703308.60179883
"I-05",0.185708424657793,0.519603342674508,908286.593584948,-666271.748160041
"I-06",0.198602813098656,0.574691835338789,902112.585053315,-629257.637207688
"I-07",0.217701077603833,0.727886772150278,895881.662498679,-592935.179486137
"I-08",0.151950286240768,0.46009045864709,890284.497523891,-555832.326770037
"I-09",0.165236265038462,0.650616315010817,886310.615782222,-519255.468415648
"I-10",0.167409474364887,0.611541067403308,881545.761324716,-482629.099246124
"I-11",0.169847814594926,0.619179125637924,876192.172599677,-445349.404652274
"I-12",0.195164441083324,0.64565536982389,872810.881141471,-409060.884162801
"I-13",0.15899475312709,0.600120982128577,869702.092801165,-372318.085736329
"I-14",0.162107441497432,0.597580382206339,866041.418423213,-334911.021951398
"I-15",0.20149996357302,0.540974055851727,862434.767307676,-298596.776182157
"I-16",0.109299025453234,0.293677174803117,858790.195771906,-259303.366004769
"I-18",0.206639074607405,0.664435104278895,944148.234136344,-850361.620459345
"I-19",0.213627013523772,0.581675633059847,952322.953738831,-887040.589463007
"I-20",0.262032464029442,0.584121568739345,960753.911283153,-923045.253108541
"I-21",0.258741223156673,0.65728181788556,969061.183121519,-958894.144427246
"I-22",0.190704217322093,0.553008027236531,979044.805924976,-994665.31874238
"I-23",0.165761859180687,0.454382601809029,988729.207347004,-1031259.62399862
"I-24",0.129234337604326,0.373269159806977,998866.7153884,-1067894.51573385
"I-25",0.155320869681954,0.657692241887948,1008781.41649073,-1103871.06869205
"I-26",0.138702846027282,0.441043899185239,1019085.04614255,-1137684.30752927
"J-01",0.261306917340158,0.620132014315082,972895.221546527,-808004.795825061
"J-02",0.236155059328875,0.626458871459553,965526.903605092,-771307.668278627
"J-03",0.195296594733875,0.388892386188002,957508.746670014,-733913.54793513
"J-04",0.32597467422476,0.911035157359437,951224.863301672,-698007.613159022
"J-05",0.239086707367024,0.649150089751938,945536.924688476,-659973.206579083
"J-06",0.108696505408901,0.390992471054024,939058.408345504,-623203.272517731
"J-07",0.155561335776884,0.561488605686476,932901.32643031,-588161.069748872
"J-08",0.115258759921986,0.569256320871567,926835.199703736,-550587.326709327
"J-09",0.101686110066337,0.345634258093753,923479.58165013,-514252.611957596
"J-10",0.0940786846014113,0.316596187895452,917819.701861889,-477299.212186656
"J-11",0.0906697607687586,0.419823341487798,912504.718816095,-440272.226331252
"J-12",0.130324214536834,0.616778573994949,909099.652377482,-403127.182567711
"J-14",0.119649195450997,0.337330371885022,903580.649523604,-330059.626126823
"J-15",0.158833832455071,0.277229938442257,898749.865301193,-292579.708526897
"J-16",0.156120382632709,0.354205074214834,896170.852414452,-254579.759795044
"J-18",0.204425279990098,0.708842206064292,981158.308822492,-844267.169536333
"J-19",0.282136739607378,0.667523927494388,989049.51396377,-880823.652668376
"J-20",0.165566237922015,0.424047193174673,997510.268677082,-917136.879791532
"J-21",0.218197216483004,0.374205433439658,1006432.37616627,-953560.005753299
"J-22",0.180661543887334,0.57546806506359,1015585.55030391,-989553.375313907
"J-23",0.178199952855125,0.463809295114635,1025519.87717823,-1025458.32027546
"J-24",0.165754413963611,0.330241846248087,1035555.47306346,-1062240.66253778
"J-25",0.18281733523054,0.764946590699339,1045407.22330613,-1097407.99482874
"J-26",0.0959763417152592,0.480116733235725,1055917.14361649,-1131685.28468762
"K-01",0.217647509699749,0.560651530291239,1009655.96978861,-802149.719374978
"K-02",0.184137229403215,0.654873876996556,1002292.56955716,-765126.093854922
"K-03",0.151153796799965,0.492324837707268,994828.642807568,-728794.937876506
"K-04",0.157379281802456,0.435128887212646,987733.674926446,-692485.877660424
"K-05",0.185749875569131,0.639844167324149,982143.2197826,-655690.685283338
"K-06",0.0805957029066022,0.369983742388672,975947.046713574,-618558.716655269
"K-07",0.0910442378570083,0.321159123759501,969846.073979274,-582111.541944234
"K-08",0.132158075715522,0.436743413594054,964206.048541067,-545091.789494998
"K-09",0.0666565557419071,0.177618379684562,959220.564647324,-507529.830131136
"K-10",0.114675106144326,0.690823694775847,953024.11330801,-469071.083303196
"K-11",0.146779592898306,0.448986401832881,940403.971573947,-439099.613099791
"K-12",0.0986329592236032,0.274756903860821,942637.760103806,-395157.538552282
"K-13",0.126341515593864,0.416635428305062,935884.58252375,-351606.448377339
"K-14",0.0912717823177967,0.382099400809038,939731.121403845,-323672.414519329
"K-18",0.20275826360189,0.550463014557745,1017960.58624774,-838241.240032702
"K-19",0.242207656204229,0.547675368365702,1025928.00352259,-875210.803608708
"K-20",0.318503489734153,0.5919723663045,1034750.96313988,-910223.323261112
"K-21",0.383660098795938,0.547088985350568,1043157.86492259,-946966.501239421
"K-22",0.286953368566886,0.493073581211488,1052787.91988085,-983066.237648642
"K-23",0.201656688101709,0.494350483590073,1062167.53606938,-1018272.47318973
"K-24",0.111279128421711,0.413416455509303,1072583.54816931,-1054973.88687474
"K-25",0.138100224814581,0.505991306860871,1082290.52949638,-1090409.6254876
"K-26",0.145125587402739,0.666651797565345,1092083.80058957,-1125951.99815668
"K-27",0.0927037517088259,0.389165478088754,1106173.47106005,-1166471.41142423
"L-01",0.196254751613548,0.503265757306021,1046720.8417709,-796171.106017364
"L-02",0.20628086730037,0.666908563060806,1039206.96608933,-759555.940114571
"L-03",0.104178917936465,0.442413465881573,1031347.03058753,-722650.162174455
"L-04",0.0742824940586902,0.363474838128961,1024494.48198536,-686362.484154984
"L-05",0.0874924879392378,0.435177397465363,1018876.86988141,-650510.39212679
"L-06",0.0935035124459492,0.250789621145379,1013009.11150406,-613228.109857408
"L-07",0.0997710522149784,0.409877588695584,1006397.17405763,-576331.547772318
"L-08",0.0681898304386939,0.216254775767339,1000657.47788262,-538972.495993729
"L-09",0.12122767943708,0.330037650931421,994476.022806488,-502346.415754952
"L-18",0.174703488546873,0.737073995352466,1054622.5943074,-831659.738413851
"L-19",0.248090644312047,0.616383261716036,1062477.74055144,-868793.715879048
"L-20",0.223733199931407,0.521004194784179,1071129.66331099,-904375.447312514
"L-21",0.265900644833249,0.344169697999839,1080204.02953033,-940877.949749826
"L-22",0.225477919822196,0.284564662368574,1089212.65588504,-977106.955494649
"L-23",0.204114940772756,0.454229048864627,1099568.27550052,-1012539.60528549
"L-24",0.140569083561644,0.377288517250629,1109666.14898709,-1048767.33829025
"L-25",0.117589905462995,0.443583770506075,1119106.00077955,-1083738.43935701
"L-26",0.181463128603093,0.590972791220135,1129975.20034165,-1119004.26379779
"L-27",0.171540358772405,0.493940085812371,1141331.55677521,-1154492.4083672
"L-28",0.101359672645378,0.558548353044553,1158124.34101939,-1188472.06422962
"L-29",0.125722747510604,0.574716887070631,1164361.78000258,-1224279.55163273
"L-30",0.121361302464833,0.673787875550865,1176420.55711491,-1260270.97014876
"L-31",0.144547094239948,0.678336287237087,1188917.75523298,-1294970.06221603
"M-01",0.0908297200484409,0.316123862530086,1083366.2549392,-789615.515707492
"M-02",0.110817021614042,0.37031684050245,1075873.39266183,-752859.900627721
"M-03",0.0550310478955224,0.335124274164782,1068363.14963252,-716477.580316997
"M-04",0.0652418142047896,0.127620335088388,1061594.94640331,-679919.016715852
"M-05",0.0729487929637115,0.239787810568447,1056293.2883406,-643977.74754569
"M-06",0.0338119289640066,0.19395912004105,1049049.40562778,-607649.113634915
"M-07",0.0755124420146994,0.177377498067209,1043240.38809973,-570423.307328939
"M-08",0.0924478545610174,0.328048435472494,1036540.24358234,-533785.976230322
"M-18",0.116905679541329,0.304645413560565,1091377.96189697,-825740.038151913
"M-19",0.156833523129534,0.469004487036091,1099672.79030677,-862007.258450826
"M-20",0.262439922538207,0.549976767107355,1108259.80376549,-898247.95450237
"M-21",0.175458003921134,0.256766659404271,1117083.30761627,-934215.01254318
"M-22",0.254779238191958,0.39509941409316,1125923.30637823,-970183.186474095
"M-23",0.266574399470516,0.391016432326172,1136360.18177532,-1006201.59546424
"M-24",0.166076315379381,0.30009833514821,1146590.83427999,-1042400.81125018
"M-25",0.1643355626764,0.44925308701211,1156602.87909031,-1077748.17311757
"M-26",0.18012484899072,0.588870703263746,1166718.34936954,-1112729.95060469
"M-27",0.146878159900337,0.546382623117553,1178664.18892532,-1148447.61098278
"M-28",0.105240107454502,0.480168567977429,1189488.73715077,-1182748.45921498
"M-29",0.15451025004907,0.761866726180913,1202256.78277285,-1222481.59527104
"M-30",0.105453356648311,0.583374944589184,1213373.87337949,-1254076.80425973
"M-31",0.125219959668043,0.631407070257779,1224863.59135051,-1288614.20083159
"M-32",0.177718012567049,0.723199595599349,1238044.48091871,-1322172.13513848
"N-01",0.0645807167352898,0.187143096099203,1119780.92087185,-783782.508311967
"N-02",0.0516071882735195,0.203742983726884,1112470.82184479,-746937.118526545
"N-03",0.0687919785427876,0.346688522374428,1105565.81152154,-710497.609334957
"N-04",0.0747858987823031,0.273371081048402,1098108.61252545,-674086.134844642
"N-05",0.0629334800986112,0.420067728394298,1091778.63657886,-638324.54858616
"N-06",0.0577773426848109,0.343571604982504,1085718.7395444,-601392.869175868
"N-07",0.0814895635582179,0.395356594740162,1079599.19210563,-565201.638405519
"N-18",0.125994505057071,0.290374862137844,1128348.75508827,-819293.215951021
"N-19",0.212330558575499,0.618645647703844,1136784.46365412,-856586.199582742
"N-20",0.166963569991376,0.531686234981686,1145024.07178737,-891269.423565841
"N-21",0.1996417813376,0.276129740916611,1153850.61745593,-928281.996367372
"N-22",0.295663652359943,0.373872609864408,1162643.08950109,-963624.705545415
"N-23",0.268843421399028,0.387087957111058,1173095.96072003,-999241.600674713
"N-24",0.13463706311892,0.190063007692929,1182691.91705051,-1035669.47970838
"N-25",0.190565736515792,0.302517653997546,1193295.98775631,-1071127.58122721
"N-26",0.190937713540534,0.443090166433492,1203556.81491886,-1106484.23424438
"N-27",0.149188023589231,0.540241271327573,1214523.35379392,-1140914.38898288
"N-28",0.205979919854339,0.553729074543619,1226069.46068188,-1176740.35405877
"N-29",0.0964697763698406,0.307667637187658,1237733.44552081,-1211898.77172853
"N-30",0.159196779019083,0.516103458398365,1250095.15521984,-1245652.77639303
"N-31",0.154530994440012,0.69654568853331,1262719.84821393,-1281464.22438066
"O-01",0.114978892121097,0.416738616792072,1156717.78523228,-777570.64969766
"O-02",0.076885072590696,0.254928814423268,1148138.09882147,-740976.41418862
"O-03",0.056133175936977,0.138482636990522,1141408.35263945,-704858.873958851
"O-04",0.0672566090970544,0.396067225219105,1131670.81022782,-668011.54334359
"O-18",0.0955667191049565,0.605489577209904,1164945.17579299,-814179.764367218
"O-19",0.0932495660701654,0.380756177327118,1173297.22734653,-849802.55322225
"O-20",0.171764354953933,0.462721260957722,1181817.01305731,-885410.736135354
"O-21",0.246663229000895,0.342327210850913,1190511.27367875,-921454.955651138
"O-22",0.208030634683441,0.237946718159939,1199944.86914055,-957552.513326684
"O-23",0.148899178955862,0.252399106684752,1209735.50098254,-993070.682996743
"O-24",0.159348867536828,0.337825480445086,1219836.86363295,-1029170.19230586
"O-25",0.174172952483145,0.22907308093466,1230652.33426477,-1065471.78481316
"O-26",0.168841836617401,0.182449118662627,1240432.63427592,-1099004.93906346
"O-27",0.18925863175358,0.509428799425287,1250099.88632041,-1130722.3294466
"O-28",0.191411459191493,0.688917710252393,1261557.49475145,-1165891.75247128
"O-29",0.145035988614012,0.43251186631939,1275812.04057006,-1205917.63848367
"O-30",0.118597592287657,0.396701286874167,1288123.32303515,-1241478.54017288
"O-31",0.0977527453884094,0.573986483900421,1299913.82958171,-1273150.58239947
"P-01",0.070717589394065,0.133149911339009,1193544.04341297,-771852.804551926
"P-18",0.109318936528911,0.415668900989944,1201701.16041905,-807837.493388054
"P-19",0.118513483214453,0.361405027219686,1209794.13903463,-844060.219815967
"P-20",0.181530052123192,0.516513110246094,1218643.72049301,-878947.57080531
"P-21",0.173494198144361,0.376094958951611,1227362.47638539,-914717.363239046
"P-22",0.150713148459823,0.324622021220896,1236366.66554344,-951176.535679454
"P-23",0.231535138962114,0.390751852075121,1246351.61940225,-986413.13046909
"P-24",0.190117299428618,0.332399667838186,1256275.8542905,-1021880.33717727
"P-25",0.162721408269512,0.311132830451618,1267699.11932151,-1057131.83441873
"P-26",0.112650739702708,0.174413603524113,1277648.47184715,-1091982.49718771
"P-27",0.159342109215783,0.385656011311794,1288542.64569729,-1126807.15627894
"P-28",0.145798074306178,0.565252367971481,1299729.9744961,-1161940.57602461
"P-29",0.0868192127350032,0.360880219511525,1311806.83479919,-1197044.80449616
"P-30",0.0897915960272969,0.372673791170246,1326292.70034161,-1237741.74540042
"P-31",0.192881788398043,0.634747993142063,1335846.89874506,-1264539.99668702
"P-32",0.157844162545682,0.495572120022962,1349471.82326161,-1300329.86420201
"Q-01",0.0388191859981859,0.301695090727604,1229671.40838825,-763299.691118576
"Q-02",0.0671576884262765,0.12424234556632,1222706.0302798,-726284.620199463
"Q-18",0.0763418748879091,0.261152699637283,1237661.90141494,-800803.347041246
"Q-19",0.108199700079207,0.419968952267813,1245817.09522645,-835593.207291703
"Q-20",0.249268301350615,0.533364643400757,1254687.89793383,-873100.175331912
"Q-21",0.186997491025359,0.390360236886147,1263455.75129594,-907034.795262793
"Q-22",0.104514254202174,0.188845732881275,1273467.68145397,-943827.639292333
"Q-23",0.0988006056677912,0.220354427165975,1283789.83978567,-981804.130902519
"Q-25",0.20613403676536,0.341176014260559,1302984.01180789,-1052913.68999144
"Q-26",0.16399718396647,0.278380721194484,1315572.53075691,-1088116.99126276
"Q-27",0.107179004800984,0.196828042764217,1325840.87505458,-1121474.61046163
"Q-28",0.134746363598383,0.300530442723738,1337590.52939606,-1156492.97877961
"Q-29",0.155292490361648,0.320076918294504,1349017.68520157,-1190534.36257627
"Q-30",0.139279951890209,0.402547287711909,1361708.65507534,-1226097.47033438
"Q-31",0.108354629565655,0.254152435060684,1373967.09848114,-1260089.55407215
"R-22",0.107434074014465,0.196389367789187,1310194.43179598,-938924.693507873
"R-23",0.143178643821328,0.245559473767127,1320218.32925576,-974607.618838048
"R-24",0.155751558168515,0.3120356708576,1330367.57644319,-1008606.75457916
"R-25",0.114430972852696,0.275651137510613,1341144.10436261,-1045156.53507275
"R-26",0.11264650253032,0.203435713636174,1351930.19145996,-1079388.72230427
"R-27",0.101670504049747,0.182818370584922,1363028.74299467,-1114972.4843984
"R-28",0.117502256067008,0.242208278708549,1373868.74845113,-1148289.31759426
"R-29",0.118724463137025,0.273699063620002,1387520.52707539,-1186669.19236571
"R-30",0.189334901514813,0.391403838714269,1398440.94403986,-1217871.05767903
"R-31",0.0931706855019541,0.208726712362368,1411527.24274789,-1253997.6214321
"R-32",0.217225503951279,0.410396068588479,1424092.84339763,-1287590.79161659
"S-22",0.191753781306095,0.298723703184433,1346022.42457725,-931936.359032835
"S-23",0.174045386825431,0.215891284508998,1356650.07500218,-966230.520951894
"S-24",0.209541902537122,0.381226702885257,1366390.33315497,-1000298.35261694
"S-25",0.235769624153736,0.278594119651344,1377026.13746081,-1035523.00398698
"S-26",0.158837864303385,0.218299162117378,1387824.20291774,-1070824.66815229
"S-27",0.151587973445741,0.188203434790192,1399853.33886246,-1106843.84022174
"S-28",0.128818418360422,0.254591831991551,1410548.0583817,-1141133.7848975
"S-29",0.207726909982656,0.432909248304522,1423451.74735616,-1178581.01614744
"S-30",0.166943999221639,0.340413094817916,1436845.91396215,-1213700.65413323
"S-31",0.181958907078621,0.354682508774953,1448256.87359276,-1246534.46271109
"T-25",0.17955777073995,0.261676623543203,1413689.5864652,-1029796.19461848
"T-26",0.178693107500314,0.134837494094808,1425777.49852266,-1066868.95255899
"T-27",0.110662658152407,0.171524116489444,1436843.57177315,-1101034.56438137
"T-28",0.198871794128086,0.231962635127716,1447853.92601405,-1135025.43807685
"T-29",0.178426711355179,0.38709463567425,1459412.92515348,-1167667.96713234
"T-30",0.219820700878917,0.261493946112766,1471655.92802915,-1200694.79179369
"U-25",0.14827718655133,0.176722231167048,1450261.83156973,-1022704.12801775
"U-26",0.150873811806159,0.149252763004865,1463117.8129803,-1061284.66179141
"U-27",0.135836523850091,0.191853584686042,1473479.6191645,-1093043.67271456
"U-28",0.120531601244843,0.174467813018775,1485907.54044492,-1129267.11763576
"U-29",0.133698301039161,0.231175093190358,1497275.01427862,-1162863.30784959
"V-25",0.205144984506688,0.206842992746207,1486857.81068668,-1015346.48329084
"V-26",0.186601704360485,0.200639861305569,1499600.34528213,-1053067.14126432
"V-27",0.181771833445176,0.200688790679386,1508841.02757214,-1085875.58732985
"V-28",0.129121229454234,0.197288662061386,1520462.02884596,-1120103.37837389
"Z-05",0.144601562084312,0.57942408064292,579261.886496823,-715693.535264742
